Project,Package,Class,Method,Smell,Description,Method start line no,File
commons-lang,org.apache.commons.lang3,AppendableJoiner,joinA,Long Parameter List,The method has 6 parameters. ,176,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/AppendableJoiner.java
commons-lang,org.apache.commons.lang3,AppendableJoiner,joinArray,Long Parameter List,The method has 6 parameters. ,183,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/AppendableJoiner.java
commons-lang,org.apache.commons.lang3,AppendableJoiner,joinI,Long Parameter List,The method has 6 parameters. ,199,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/AppendableJoiner.java
commons-lang,org.apache.commons.lang3,AppendableJoiner,joinIterable,Long Parameter List,The method has 6 parameters. ,210,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/AppendableJoiner.java
commons-lang,org.apache.commons.lang3,AppendableJoiner,joinSB,Long Parameter List,The method has 6 parameters. ,227,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/AppendableJoiner.java
commons-lang,org.apache.commons.lang3,ThreadUtils,findThreadById,Complex Conditional,The conditional expression thread != null && thread.getThreadGroup() != null && thread.getThreadGroup().getName().equals(threadGroupName) is complex.,193,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ThreadUtils.java
commons-lang,org.apache.commons.lang3,ThreadUtils,findThreadGroups,Long Statement,The length of the statement "return Collections.unmodifiableCollection(Stream.of(threadGroups).limit(count).filter(predicate).collect(Collectors.toList()));" is 127.,249,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ThreadUtils.java
commons-lang,org.apache.commons.lang3,ThreadUtils,findThreadGroups,Magic Number,The method contains a magic number: 2,249,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ThreadUtils.java
commons-lang,org.apache.commons.lang3,ThreadUtils,findThreads,Long Statement,The length of the statement "return Collections.unmodifiableCollection(Stream.of(threads).limit(count).filter(predicate).collect(Collectors.toList()));" is 122.,332,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ThreadUtils.java
commons-lang,org.apache.commons.lang3,ThreadUtils,findThreads,Magic Number,The method contains a magic number: 2,332,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ThreadUtils.java
commons-lang,org.apache.commons.lang3,ThreadUtils,findThreadsByName,Long Statement,The length of the statement "return Collections.unmodifiableCollection(findThreadGroups(predicateThreadGroup(threadGroupName)).stream().flatMap(group -> findThreads(group`false`predicateThread(threadName)).stream()).collect(Collectors.toList()));" is 217.,400,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ThreadUtils.java
commons-lang,org.apache.commons.lang3,ThreadUtils,sleepQuietly,Empty catch clause,The method has an empty catch block.,509,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ThreadUtils.java
commons-lang,org.apache.commons.lang3,ClassUtils,getAbbreviatedName,Complex Method,Cyclomatic complexity of the method is 8,253,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java
commons-lang,org.apache.commons.lang3,ClassUtils,getCanonicalName,Complex Method,Cyclomatic complexity of the method is 11,479,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java
commons-lang,org.apache.commons.lang3,ClassUtils,getCanonicalName,Magic Number,The method contains a magic number: 3,479,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java
commons-lang,org.apache.commons.lang3,ClassUtils,getCanonicalName,Magic Number,The method contains a magic number: 2,479,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java
commons-lang,org.apache.commons.lang3,ClassUtils,getPublicMethod,Long Statement,The length of the statement "throw new NoSuchMethodException("Can't find a public method for " + methodName + " "+ ArrayUtils.toString(parameterTypes));" is 123.,844,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java
commons-lang,org.apache.commons.lang3,ClassUtils,isAssignable,Complex Method,Cyclomatic complexity of the method is 18,1295,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java
commons-lang,org.apache.commons.lang3,ClassUtils,isAssignable,Long Statement,The length of the statement "return Integer.TYPE.equals(toClass) || Long.TYPE.equals(toClass) || Float.TYPE.equals(toClass)|| Double.TYPE.equals(toClass);" is 125.,1295,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java
commons-lang,org.apache.commons.lang3,ClassUtils,isAssignable,Long Statement,The length of the statement "return Short.TYPE.equals(toClass) || Integer.TYPE.equals(toClass) || Long.TYPE.equals(toClass)|| Float.TYPE.equals(toClass)|| Double.TYPE.equals(toClass);" is 154.,1295,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java
commons-lang,org.apache.commons.lang3,ClassUtils,toCleanName,Complex Method,Cyclomatic complexity of the method is 10,1580,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java
commons-lang,org.apache.commons.lang3,ClassUtils,toCleanName,Magic Number,The method contains a magic number: 2,1580,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java
commons-lang,org.apache.commons.lang3,ClassUtils,toCleanName,Magic Number,The method contains a magic number: 2,1580,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/ClassUtils.java
commons-lang,org.apache.commons.lang3,SerializationUtils,serialize,Magic Number,The method contains a magic number: 512,229,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/SerializationUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,isAscii,Magic Number,The method contains a magic number: 128,77,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,isAsciiControl,Magic Number,The method contains a magic number: 32,172,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,isAsciiControl,Magic Number,The method contains a magic number: 127,172,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,isAsciiPrintable,Magic Number,The method contains a magic number: 32,210,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,isAsciiPrintable,Magic Number,The method contains a magic number: 127,210,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,toIntValue,Magic Number,The method contains a magic number: 48,374,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,toIntValue,Magic Number,The method contains a magic number: 48,396,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,unicodeEscaped,Magic Number,The method contains a magic number: 12,498,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,unicodeEscaped,Magic Number,The method contains a magic number: 15,498,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,unicodeEscaped,Magic Number,The method contains a magic number: 8,498,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,unicodeEscaped,Magic Number,The method contains a magic number: 15,498,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,unicodeEscaped,Magic Number,The method contains a magic number: 4,498,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,unicodeEscaped,Magic Number,The method contains a magic number: 15,498,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,CharUtils,unicodeEscaped,Magic Number,The method contains a magic number: 15,498,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/CharUtils.java
commons-lang,org.apache.commons.lang3,RuntimeEnvironment,readFile,Long Statement,The length of the statement "return Arrays.stream(lines).filter(line -> line.startsWith(prefix)).map(line -> line.split("="`2)).map(keyValue -> keyValue[1]).findFirst().orElse(null);" is 153.,111,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/RuntimeEnvironment.java
commons-lang,org.apache.commons.lang3,RuntimeEnvironment,readFile,Magic Number,The method contains a magic number: 2,111,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/RuntimeEnvironment.java
commons-lang,org.apache.commons.lang3,Conversion,binaryBeMsb0ToHexDigit,Complex Method,Cyclomatic complexity of the method is 10,93,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryBeMsb0ToHexDigit,Magic Number,The method contains a magic number: 3,93,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryBeMsb0ToHexDigit,Magic Number,The method contains a magic number: 3,93,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryBeMsb0ToHexDigit,Magic Number,The method contains a magic number: 2,93,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryBeMsb0ToHexDigit,Magic Number,The method contains a magic number: 2,93,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryBeMsb0ToHexDigit,Magic Number,The method contains a magic number: 2,93,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToByte,Complex Conditional,The conditional expression src.length == 0 && srcPos == 0 || 0 == nBools is complex.,142,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToByte,Long Parameter List,The method has 5 parameters. ,142,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToHexDigit,Complex Method,Cyclomatic complexity of the method is 9,188,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToHexDigit,Magic Number,The method contains a magic number: 3,188,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToHexDigit,Magic Number,The method contains a magic number: 3,188,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToHexDigit,Magic Number,The method contains a magic number: 2,188,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToHexDigit,Magic Number,The method contains a magic number: 2,188,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToHexDigit,Magic Number,The method contains a magic number: 2,188,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToHexDigitMsb0_4bits,Complex Method,Cyclomatic complexity of the method is 10,245,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToHexDigitMsb0_4bits,Magic Number,The method contains a magic number: 4,245,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToHexDigitMsb0_4bits,Magic Number,The method contains a magic number: 3,245,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToHexDigitMsb0_4bits,Magic Number,The method contains a magic number: 2,245,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToHexDigitMsb0_4bits,Magic Number,The method contains a magic number: 2,245,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToInt,Complex Conditional,The conditional expression src.length == 0 && srcPos == 0 || 0 == nBools is complex.,289,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToInt,Long Parameter List,The method has 5 parameters. ,289,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToLong,Complex Conditional,The conditional expression src.length == 0 && srcPos == 0 || 0 == nBools is complex.,319,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToLong,Long Parameter List,The method has 5 parameters. ,319,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToShort,Complex Conditional,The conditional expression src.length == 0 && srcPos == 0 || 0 == nBools is complex.,349,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,binaryToShort,Long Parameter List,The method has 5 parameters. ,349,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToInt,Complex Conditional,The conditional expression src.length == 0 && srcPos == 0 || 0 == nBytes is complex.,379,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToInt,Long Parameter List,The method has 5 parameters. ,379,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToInt,Magic Number,The method contains a magic number: 0xff,379,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToInt,Magic Number,The method contains a magic number: 0xff,379,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToLong,Complex Conditional,The conditional expression src.length == 0 && srcPos == 0 || 0 == nBytes is complex.,409,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToLong,Long Parameter List,The method has 5 parameters. ,409,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToLong,Magic Number,The method contains a magic number: 0xffL,409,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToLong,Magic Number,The method contains a magic number: 0xffL,409,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToShort,Complex Conditional,The conditional expression src.length == 0 && srcPos == 0 || 0 == nBytes is complex.,439,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToShort,Long Parameter List,The method has 5 parameters. ,439,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToShort,Magic Number,The method contains a magic number: 0xff,439,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToShort,Magic Number,The method contains a magic number: 0xff,439,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToUuid,Magic Number,The method contains a magic number: 16,469,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteArrayToUuid,Magic Number,The method contains a magic number: 8,469,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteToBinary,Long Parameter List,The method has 5 parameters. ,485,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteToHex,Long Parameter List,The method has 5 parameters. ,512,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteToHex,Magic Number,The method contains a magic number: 4,512,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteToHex,Magic Number,The method contains a magic number: 4,512,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,byteToHex,Magic Number,The method contains a magic number: 0xF,512,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToBinary,Complex Method,Cyclomatic complexity of the method is 23,546,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Complex Method,Cyclomatic complexity of the method is 23,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x8,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x4,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xC,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x2,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xA,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x6,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xE,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x9,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x5,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xD,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x3,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xB,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0x7,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitMsb0ToInt,Magic Number,The method contains a magic number: 0xF,602,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitToBinary,Complex Method,Cyclomatic complexity of the method is 23,658,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexDigitToInt,Magic Number,The method contains a magic number: 16,714,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToByte,Long Parameter List,The method has 5 parameters. ,733,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToByte,Magic Number,The method contains a magic number: 4,733,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToByte,Magic Number,The method contains a magic number: 4,733,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToByte,Magic Number,The method contains a magic number: 0xf,733,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToByte,Magic Number,The method contains a magic number: 0xf,733,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToInt,Long Parameter List,The method has 5 parameters. ,761,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToInt,Magic Number,The method contains a magic number: 4,761,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToInt,Magic Number,The method contains a magic number: 4,761,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToInt,Magic Number,The method contains a magic number: 0xf,761,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToInt,Magic Number,The method contains a magic number: 0xf,761,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToLong,Long Parameter List,The method has 5 parameters. ,789,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToLong,Magic Number,The method contains a magic number: 4,789,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToLong,Magic Number,The method contains a magic number: 4,789,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToLong,Magic Number,The method contains a magic number: 0xfL,789,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToLong,Magic Number,The method contains a magic number: 0xfL,789,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToShort,Long Parameter List,The method has 5 parameters. ,817,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
commons-lang,org.apache.commons.lang3,Conversion,hexToShort,Magic Number,The method contains a magic number: 4,817,/data/henrique/multiagent_refactoring/project/data/repositories/commons-lang/src/main/java/org/apache/commons/lang3/Conversion.java
