Project,Package,Class,Method,Smell,Description,File
jsoup,org.jsoup.internal,QuietAppendableTest,supplemental,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.internal.QuietAppendable.append; org.jsoup.internal.QuietAppendable.wrap,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/internal/QuietAppendableTest.java
jsoup,org.jsoup.internal,QuietAppendableTest,appendThrowsSerializationException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/internal/QuietAppendableTest.java
jsoup,org.jsoup.internal,QuietAppendableTest,appendThrowsSerializationException,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/internal/QuietAppendableTest.java
jsoup,org.jsoup.safety,SafelistTest,noscriptIsBlocked,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/SafelistTest.java
jsoup,org.jsoup.safety,SafelistTest,noscriptIsBlocked,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/SafelistTest.java
jsoup,org.jsoup.safety,CleanerTest,allAttributes,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,allAttributes,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.Jsoup.clean; org.jsoup.safety.Safelist.relaxed,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,removeProtocols,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,removeProtocols,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.Jsoup.clean; org.jsoup.safety.Safelist.relaxed,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,testCleanAnchorProtocol,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,testCleanAnchorProtocol,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.Jsoup.clean; org.jsoup.safety.Safelist.relaxed,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,testIsValidBodyHtml,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,testIsValidBodyHtml,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.Safelist.basic; org.jsoup.safety.Safelist.none; org.jsoup.Jsoup.isValid,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,testIsValidDocument,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,testIsValidDocument,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.Safelist.none; org.jsoup.safety.Cleaner.isValid; org.jsoup.safety.Safelist.relaxed; org.jsoup.Jsoup.parse,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,dropsJavascriptWhenRelativeLinks,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,dropsJavascriptWhenRelativeLinks,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.Safelist.basic; org.jsoup.safety.Safelist.preserveRelativeLinks; org.jsoup.Jsoup.isValid; org.jsoup.Jsoup.clean,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,dropsConcealedJavascriptProtocolWhenRelativesLinksEnabled,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,dropsConcealedJavascriptProtocolWhenRelativesLinksEnabled,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.Safelist.basic; org.jsoup.safety.Safelist.preserveRelativeLinks; org.jsoup.Jsoup.isValid; org.jsoup.Jsoup.clean,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,dropsConcealedJavascriptProtocolWhenRelativesLinksDisabled,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,dropsConcealedJavascriptProtocolWhenRelativesLinksDisabled,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.Safelist.basic; org.jsoup.safety.Safelist.preserveRelativeLinks; org.jsoup.Jsoup.isValid; org.jsoup.Jsoup.clean,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,handlesCustomProtocols,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,handlesCustomProtocols,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.Safelist.basicWithImages; org.jsoup.Jsoup.clean,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,supplyOutputSettings,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,supplyOutputSettings,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.Jsoup.clean; org.jsoup.safety.Safelist.relaxed,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,handlesFramesets,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,handlesFramesets,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.Safelist.basic; org.jsoup.nodes.Document.body; org.jsoup.safety.Cleaner.clean; org.jsoup.nodes.Element.childNodeSize; org.jsoup.Jsoup.clean; org.jsoup.Jsoup.parse,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,handlesNestedQuotesInAttribute,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,handlesNestedQuotesInAttribute,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.Jsoup.isValid; org.jsoup.Jsoup.clean; org.jsoup.safety.Safelist.relaxed,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,copiesOutputSettings,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,copiesOutputSettings,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.html; org.jsoup.nodes.Document.body; org.jsoup.safety.Safelist.none; org.jsoup.safety.Cleaner.clean; org.jsoup.nodes.Document.outputSettings; org.jsoup.Jsoup.parse,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,preservesSourcePositionViaUserData,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,preservesSourcePositionViaUserData,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.expectFirst; org.jsoup.nodes.Element.endSourceRange; org.jsoup.nodes.Node.sourceRange; org.jsoup.nodes.Element.id; org.jsoup.nodes.Element.attributes; org.jsoup.nodes.Attributes.sourceRange; org.jsoup.parser.Parser.setTrackPosition; org.jsoup.nodes.Range.toString; org.jsoup.safety.Cleaner.clean; org.jsoup.parser.Parser.htmlParser; org.jsoup.safety.Safelist.relaxed,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,nofollowOnlyOnExternalLinks,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,nofollowOnlyOnExternalLinks,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.safety.Safelist.basic; org.jsoup.safety.Safelist.addEnforcedAttribute; org.jsoup.safety.Safelist.preserveRelativeLinks; org.jsoup.Jsoup.isValid; org.jsoup.Jsoup.clean; org.jsoup.Jsoup.clean; org.jsoup.safety.Safelist.relaxed,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,canSupplyConfiguredTagset,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.safety,CleanerTest,canSupplyConfiguredTagset,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Document.body; org.jsoup.parser.TagSet.valueOf; org.jsoup.parser.Tag.set; org.jsoup.parser.TagSet.Html; org.jsoup.parser.Tag.clear; org.jsoup.safety.Cleaner.clean; org.jsoup.parser.Parser.tagSet; org.jsoup.Jsoup.clean; org.jsoup.safety.Safelist.relaxed; org.jsoup.Jsoup.parse; org.jsoup.parser.Parser.htmlParser; org.jsoup.nodes.Element.html; org.jsoup.nodes.Element.text,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/safety/CleanerTest.java
jsoup,org.jsoup.nodes,ElementTest,getElementsByTagName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,getElementsByTagName,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.id; org.jsoup.nodes.Node.childNode; org.jsoup.nodes.Node.attr; org.jsoup.Jsoup.parse; org.jsoup.nodes.Element.getElementsByTag; org.jsoup.nodes.TextNode.getWholeText,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,getNamespacedElementsByTag,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,getNamespacedElementsByTag,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.tagName; org.jsoup.nodes.Element.id; org.jsoup.select.Elements.first; org.jsoup.Jsoup.parse; org.jsoup.nodes.Element.getElementsByTag,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testGetElementById,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testGetElementById,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.child; org.jsoup.nodes.Element.tagName; org.jsoup.nodes.Element.id; org.jsoup.nodes.Element.getElementById; org.jsoup.Jsoup.parse,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testGetText,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testGetText,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.text; org.jsoup.Jsoup.parse; org.jsoup.nodes.Element.getElementsByTag,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testGetChildText,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testGetChildText,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.select; org.jsoup.select.Elements.first; org.jsoup.nodes.Element.text; org.jsoup.Jsoup.parse; org.jsoup.nodes.Element.ownText,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testKeepsPreTextInCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testKeepsPreTextInCode,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.html; org.jsoup.nodes.Document.body; org.jsoup.nodes.Element.text; org.jsoup.Jsoup.parse,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testKeepsPreTextAtDepth,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testKeepsPreTextAtDepth,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.html; org.jsoup.nodes.Document.body; org.jsoup.nodes.Element.text; org.jsoup.Jsoup.parse,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,doesNotWrapBlocksInPre,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,doesNotWrapBlocksInPre,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.html; org.jsoup.nodes.Document.body; org.jsoup.nodes.Element.wholeText; org.jsoup.Jsoup.parse,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testBrHasSpace,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testBrHasSpace,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.select; org.jsoup.select.Elements.first; org.jsoup.nodes.Element.text; org.jsoup.Jsoup.parse; org.jsoup.nodes.Element.ownText,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testBrHasSpaceCaseSensitive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testBrHasSpaceCaseSensitive,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.parser.Parser.settings; org.jsoup.nodes.Element.select; org.jsoup.select.Elements.first; org.jsoup.nodes.Element.text; org.jsoup.parser.Parser.htmlParser; org.jsoup.nodes.Element.ownText; org.jsoup.Jsoup.parse,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,textHasSpacesAfterBlock,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,textHasSpacesAfterBlock,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.jsoup.nodes.Element.wholeText; org.jsoup.nodes.Element.text; org.jsoup.Jsoup.parse,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
jsoup,org.jsoup.nodes,ElementTest,testWholeText,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3,/data/henrique/multiagent_refactoring/project/data/repositories/jsoup/src/test/java/org/jsoup/nodes/ElementTest.java
