Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
jsoup,org.jsoup.select,Evaluator.MatchesOwn,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.MatchesWholeText,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: pattern
jsoup,org.jsoup.select,Evaluator.MatchesWholeText,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.MatchesWholeOwnText,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: pattern
jsoup,org.jsoup.select,Evaluator.MatchesWholeOwnText,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.MatchText,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: loggedError
jsoup,org.jsoup.select,Evaluator.MatchText,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,StructuralEvaluator.Root,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,StructuralEvaluator.Root,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,StructuralEvaluator.Has,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: NodeIterPool; checkSiblings
jsoup,org.jsoup.select,StructuralEvaluator.Has,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,StructuralEvaluator.Is,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,StructuralEvaluator.Is,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,StructuralEvaluator.Not,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,StructuralEvaluator.Not,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,StructuralEvaluator.Ancestor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,StructuralEvaluator.Ancestor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,StructuralEvaluator.ImmediateParentRun,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: evaluators; cost
jsoup,org.jsoup.select,StructuralEvaluator.ImmediateParentRun,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,StructuralEvaluator.PreviousSibling,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,StructuralEvaluator.PreviousSibling,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,StructuralEvaluator.ImmediatePreviousSibling,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,StructuralEvaluator.ImmediatePreviousSibling,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,QueryParser,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 31 methods
jsoup,org.jsoup.select,CombiningEvaluator,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Evaluator
jsoup,org.jsoup.select,CombiningEvaluator.And,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,CombiningEvaluator.And,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,CombiningEvaluator.Or,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,CombiningEvaluator.Or,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,NodeEvaluator.InstanceType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: type; selector
jsoup,org.jsoup.select,NodeEvaluator.InstanceType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,NodeEvaluator.ContainsValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: searchText
jsoup,org.jsoup.select,NodeEvaluator.ContainsValue,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,NodeEvaluator.BlankValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,NodeEvaluator.BlankValue,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,NodeEvaluator.MatchesValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: pattern
jsoup,org.jsoup.select,NodeEvaluator.MatchesValue,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,EvaluatorDebug,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,EvaluatorDebug,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: CombiningEvaluator; StructuralEvaluator in method asElement
jsoup,org.jsoup.select,EvaluatorDebug,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: CombiningEvaluator; StructuralEvaluator in method asElement
jsoup,org.jsoup.select,EvaluatorDebug.SexprVisitor,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: sb
jsoup,org.jsoup.select,EvaluatorDebug.SexprVisitor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,EvaluatorTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 44 public methods
jsoup,org.jsoup.select,SelectorTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 103 public methods
jsoup,org.jsoup.select,SelectorTest.ResetTracker,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: resetCalled
jsoup,org.jsoup.select,SelectorTest.ResetTracker,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,TraversorTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 25 public methods
jsoup,org.jsoup.select,XpathTest.AlternateXpathFactory,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,XpathTest.AlternateXpathFactory,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,SelectorIT.ThreadCatcher,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: exceptionCount
jsoup,org.jsoup.select,SelectorIT.ThreadCatcher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,StructuralEvaluatorTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,StructuralEvaluatorTest,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: CombiningEvaluator; StructuralEvaluator in method collectEvals
jsoup,org.jsoup.select,StructuralEvaluatorTest,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: CombiningEvaluator; StructuralEvaluator in method collectEvals
jsoup,org.jsoup.select,ElementsTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 51 public methods
jsoup,org.jsoup.parser,ParseSettings,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: htmlDefault; preserveCase; preserveTagCase; preserveAttributeCase
jsoup,org.jsoup.parser,ParseSettings,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HtmlTreeBuilderState; Token; Attributes; Attribute; Entities; Parser; TreeBuilder; CharacterReader; TokeniserState; DocumentType; Document; Connection; Evaluator; Element; Tag; ParseSettings; Normalizer; TagSet; NodeUtils; Node; NodeVisitor; NodeTraversor; Elements; Selector; Collector; TokenQueue; QueryParser; StructuralEvaluator; LeafNode; CombiningEvaluator; NodeEvaluator; NodeFilter; Printer; TextNode; Range; W3CDom; NodeIterator; DataNode; Comment; XmlDeclaration; CDataNode; Jsoup; HttpConnection; DataUtil; StreamParser; Safelist; Cleaner; FormElement; Tokeniser; HtmlTreeBuilder; XmlTreeBuilder
jsoup,org.jsoup.parser,Tokeniser,Feature Envy,The tool detected a instance of this smell because consumeCharacterReference is more interested in members of the type: CharacterReader
jsoup,org.jsoup.parser,Tokeniser,Feature Envy,The tool detected a instance of this smell because unescapeEntities is more interested in members of the type: CharacterReader
jsoup,org.jsoup.parser,Parser,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: NamespaceHtml; NamespaceXml; NamespaceMathml; NamespaceSvg; treeBuilder; errors; settings; trackPosition; tagSet; lock; maxDepth
jsoup,org.jsoup.parser,Parser,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 29 public methods
jsoup,org.jsoup.parser,StreamParser,Feature Envy,The tool detected a instance of this smell because completeFragment is more interested in members of the type: TreeBuilder
jsoup,org.jsoup.parser,StreamParser.ElementIterator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: emitQueue; current; next; tail
jsoup,org.jsoup.parser,StreamParser.ElementIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,Token.Doctype,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: name; pubSysKey; publicIdentifier; systemIdentifier; forceQuirks
jsoup,org.jsoup.parser,Token.Doctype,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,Token.Doctype,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: name; pubSysKey; publicIdentifier; systemIdentifier; forceQuirks
jsoup,org.jsoup.parser,Token.Tag,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,Token.Tag,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: tagName; normalName; selfClosing; attributes; attrName; attrValue; hasEmptyAttrValue; treeBuilder; trackSource; attrNameStart; attrNameEnd; attrValStart; attrValEnd; MaxAttributes
jsoup,org.jsoup.parser,Token.StartTag,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.parser,Token.StartTag,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,Token.EndTag,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.parser,Token.EndTag,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,Token.Comment,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: data; bogus
jsoup,org.jsoup.parser,Token.Comment,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,Token.Character,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: data; nullString
jsoup,org.jsoup.parser,Token.Character,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,Token.CData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.parser,Token.CData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,Token.XmlDecl,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: isDeclaration
jsoup,org.jsoup.parser,Token.XmlDecl,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,Token.EOF,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.parser,Token.EOF,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,Token.TokenType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.parser,Token.TokenType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,CharacterReader,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 57 methods
jsoup,org.jsoup.parser,CharacterReader.CharPredicate,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,TokeniserState,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: nullChar; attributeNameCharsSorted; attributeValueUnquoted; replacementChar; replacementStr; eof
jsoup,org.jsoup.parser,HtmlTreeBuilderState,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: MaxStackScan; nullString; InHeadEmpty; InHeadRaw; InHeadEnd; AfterHeadBody; BeforeHtmlToHead; InHeadNoScriptHead; InBodyStartToHead; InBodyStartPClosers; Headings; InBodyStartLiBreakers; DdDt; InBodyStartApplets; InBodyStartMedia; InBodyStartInputAttribs; InBodyStartDrop; InBodyEndClosers; InBodyEndOtherErrors; InBodyEndAdoptionFormatters; InTableToBody; InTableAddBody; InTableToHead; InCellNames; InCellBody; InCellTable; InCellCol; InTableEndErr; InTableFoster; InTableBodyExit; InTableBodyEndIgnore; InRowMissing; InRowIgnore; InSelectEnd; InSelectTableEnd; InTableEndIgnore; InHeadNoscriptIgnore; InCaptionIgnore; InTemplateToHead; InTemplateToTable; InForeignToHtml
jsoup,org.jsoup.parser,HtmlTreeBuilderState.Constants,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,HtmlTreeBuilderState.Constants,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: InHeadEmpty; InHeadRaw; InHeadEnd; AfterHeadBody; BeforeHtmlToHead; InHeadNoScriptHead; InBodyStartToHead; InBodyStartPClosers; Headings; InBodyStartLiBreakers; DdDt; InBodyStartApplets; InBodyStartMedia; InBodyStartInputAttribs; InBodyStartDrop; InBodyEndClosers; InBodyEndOtherErrors; InBodyEndAdoptionFormatters; InTableToBody; InTableAddBody; InTableToHead; InCellNames; InCellBody; InCellTable; InCellCol; InTableEndErr; InTableFoster; InTableBodyExit; InTableBodyEndIgnore; InRowMissing; InRowIgnore; InSelectEnd; InSelectTableEnd; InTableEndIgnore; InHeadNoscriptIgnore; InCaptionIgnore; InTemplateToHead; InTemplateToTable; InForeignToHtml
jsoup,org.jsoup.parser,TreeBuilder,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 32 methods
jsoup,org.jsoup.parser,Tag,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Known; Void; Block; InlineContainer; SelfClose; SeenSelfClose; PreserveWhitespace; RcData; Data; FormSubmittable; namespace; tagName; normalName; options
jsoup,org.jsoup.parser,Tag,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
jsoup,org.jsoup.parser,HtmlTreeBuilder,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TagsSearchInScope; TagSearchInScopeMath; TagSearchInScopeSvg; TagSearchList; TagSearchButton; TagSearchTableScope; TagSearchSelectScope; TagSearchEndTags; TagThoroughSearchEndTags; TagSearchSpecial; TagSearchSpecialMath; TagMathMlTextIntegration; TagSvgHtmlIntegration; TagFormListed; MaxScopeSearchDepth; state; originalState; baseUriSetFromDoc; headElement; formElement; contextElement; formattingElements; tmplInsertMode; pendingTableCharacters; emptyEnd; framesetOk; fosterInserts; fragmentParsing; maxQueueDepth; specificScopeTarget; maxUsedFormattingElements
jsoup,org.jsoup.parser,HtmlTreeBuilder,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TreeBuilder
jsoup,org.jsoup.parser,HtmlTreeBuilder,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: initialiseParseFragment
jsoup,org.jsoup.parser,HtmlTreeBuilder,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 95 methods
jsoup,org.jsoup.parser,TokenQueue,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 23 public methods
jsoup,org.jsoup.parser,XmlTreeBuilder,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TreeBuilder
jsoup,org.jsoup.parser,XmlTreeBuilder,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: process
jsoup,org.jsoup.parser,ParseError,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,PositionTest,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 31 methods
jsoup,org.jsoup.parser,XmlTreeBuilderTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 30 public methods
jsoup,org.jsoup.parser,HtmlParserTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 161 public methods
jsoup,org.jsoup.parser,HtmlParserTest.DeepHtmlTrees,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.parser,HtmlParserTest.DeepHtmlTrees,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,ParserSettingsTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.parser,CharacterReaderTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: maxBufferLen
jsoup,org.jsoup.parser,CharacterReaderTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 33 public methods
jsoup,org.jsoup.integration,ConnectTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 54 public methods
jsoup,org.jsoup.integration,Benchmark,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.integration,SessionIT.ThreadCatcher,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: exceptionCount; multiThreadExceptions
jsoup,org.jsoup.integration,SessionIT.ThreadCatcher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.integration,SafelistExtensionTest.OpenSafelist,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.integration,SafelistExtensionTest.OpenSafelist,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.integration,TestServer,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Port; TlsPort; Localhost; KeystorePassword; Jetty; JettyHandler; Proxy; AuthedProxy; ProxyHandler; AuthedProxyHandler; ProxySettings; url; tlsUrl; hostname; port; authedPort
jsoup,org.jsoup.integration,TestServer,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ProxyServlet; TestServer
jsoup,org.jsoup.integration,TestServer.ServletUrls,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: url; tlsUrl
jsoup,org.jsoup.integration,TestServer.ServletUrls,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.integration,TestServer.ServletUrls,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: url; tlsUrl
jsoup,org.jsoup.integration,TestServer.ProxySettings,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: hostname; port; authedPort
jsoup,org.jsoup.integration,TestServer.ProxySettings,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.integration,ProxyTest,Feature Envy,The tool detected a instance of this smell because fetchViaProxy is more interested in members of the type: TestServer
jsoup,org.jsoup.integration,ProxyTest,Feature Envy,The tool detected a instance of this smell because proxyForSession is more interested in members of the type: TestServer
jsoup,org.jsoup.integration,ProxyTest,Feature Envy,The tool detected a instance of this smell because canAuthToProxyAndServer is more interested in members of the type: TestServer
jsoup,org.jsoup.integration,HttpClientSessionIT,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.integration,HttpClientSessionTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.integration,HttpClientConnectIT,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.integration,HttpClientConnectTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.integration.servlets,RedirectServlet,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Url; TlsUrl; LocationParam; CodeParam; SetCookiesParam; DefaultCode
jsoup,org.jsoup.integration.servlets,AuthFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: WantsServerAuthentication; ServerUser; ServerRealm; ServerPassword; WantsProxyAuthentication; ProxyUser; ProxyRealm; ProxyPassword; alwaysWantsAuth; forProxy; wantsHeader; authorizationHeader
