Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
jsoup,org.jsoup.helper,W3CDom,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HtmlTreeBuilderState; Token; Attributes; Attribute; Entities; Parser; TreeBuilder; CharacterReader; TokeniserState; DocumentType; Document; Connection; Evaluator; Element; Tag; ParseSettings; Normalizer; TagSet; NodeUtils; Node; NodeVisitor; NodeTraversor; Elements; Selector; Collector; TokenQueue; QueryParser; StructuralEvaluator; LeafNode; CombiningEvaluator; NodeEvaluator; NodeFilter; Printer; TextNode; Range; W3CDom; NodeIterator; DataNode; Comment; XmlDeclaration; CDataNode; Jsoup; HttpConnection; DataUtil; StreamParser; Safelist; Cleaner; FormElement; Tokeniser; HtmlTreeBuilder; XmlTreeBuilder
jsoup,org.jsoup.helper,W3CDom.W3CBuilder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,W3CDom.W3CBuilder,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: doc; namespaceAware; dest; syntax; contextElement; undefinedNs
jsoup,org.jsoup.helper,UrlConnectionExecutor,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,AuthenticationHandler.AuthShim,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,AuthenticationHandler.GlobalHandler,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: authenticators
jsoup,org.jsoup.helper,AuthenticationHandler.GlobalHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,ValidationException,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Validator
jsoup,org.jsoup.helper,HttpConnection,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CONTENT_ENCODING; DEFAULT_UA; USER_AGENT; CONTENT_TYPE; MULTIPART_FORM_DATA; FORM_URL_ENCODED; HTTP_TEMP_REDIR; DefaultUploadType; ISO_8859_1; req; res; client; lastAuth; UnsetUrl; url; method; headers; cookies; connection; proxy; timeoutMilliseconds; maxBodySizeBytes; followRedirects; data; body; mimeBoundary; ignoreHttpErrors; ignoreContentType; parser; parserDefined; postDataCharset; sslSocketFactory; sslContext; cookieManager; authenticator; responseProgress; executing; MAX_REDIRECTS; LOCATION; statusCode; statusMessage; byteData; bodyStream; executor; charset; contentType; contentLength; executed; inputStreamRead; numRedirects; req; xmlContentTypeRxp; key; value; stream; contentType
jsoup,org.jsoup.helper,HttpConnection,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 44 public methods
jsoup,org.jsoup.helper,HttpConnection.Base,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: UnsetUrl; url; method; headers; cookies
jsoup,org.jsoup.helper,HttpConnection.Base,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,HttpConnection.Base,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: UnsetUrl; url; method; headers; cookies
jsoup,org.jsoup.helper,HttpConnection.Request,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,HttpConnection.Request,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: connection; proxy; timeoutMilliseconds; maxBodySizeBytes; followRedirects; data; body; mimeBoundary; ignoreHttpErrors; ignoreContentType; parser; parserDefined; postDataCharset; sslSocketFactory; sslContext; cookieManager; authenticator; responseProgress; executing
jsoup,org.jsoup.helper,HttpConnection.Response,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,HttpConnection.Response,Broken Modularization,The tool detected the smell in this class because it contains only data members without any method implementation. Following fields are declared in this class: MAX_REDIRECTS; LOCATION; statusCode; statusMessage; byteData; bodyStream; executor; charset; contentType; contentLength; executed; inputStreamRead; numRedirects; req; xmlContentTypeRxp
jsoup,org.jsoup.helper,HttpConnection.KeyVal,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: key; value; stream; contentType
jsoup,org.jsoup.helper,HttpConnection.KeyVal,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,Re2jRegex,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: Re2jRegex; Regex
jsoup,org.jsoup.helper,Re2jRegex.Re2jMatcher,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: delegate
jsoup,org.jsoup.helper,Re2jRegex.Re2jMatcher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,Regex,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: Re2jRegex
jsoup,org.jsoup.helper,Regex.Matcher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,Regex.JdkMatcher,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: delegate
jsoup,org.jsoup.helper,Regex.JdkMatcher,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,DataUtil,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: charsetPattern; UTF_8; defaultCharsetName; firstReadBufferSize; mimeBoundaryChars; boundaryLength; charset; input; doc; metaCharset
jsoup,org.jsoup.helper,DataUtil,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: XmlDeclaration; Comment in method detectCharset
jsoup,org.jsoup.helper,DataUtil,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: XmlDeclaration; Comment in method detectCharset
jsoup,org.jsoup.helper,DataUtil.CharsetDoc,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: charset; input; doc
jsoup,org.jsoup.helper,DataUtil.CharsetDoc,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,RequestAuthHandler,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,HttpClientExecutor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): RequestExecutor
jsoup,org.jsoup.helper,HttpClientExecutor.ProxyWrap,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: NoProxy
jsoup,org.jsoup.helper,HttpClientExecutor.ProxyWrap,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,AuthenticationHandlerTest,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: MaxAttempts
jsoup,org.jsoup.helper,AuthenticationHandlerTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,AuthenticationHandlerTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: MaxAttempts
jsoup,org.jsoup.helper,DataUtilTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
jsoup,org.jsoup.helper,DataUtilTest.VaryingReadInputStream,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: in; stride
jsoup,org.jsoup.helper,DataUtilTest.VaryingReadInputStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.helper,HttpConnectionTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 29 public methods
jsoup,org.jsoup.select,Elements,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HtmlTreeBuilderState; Token; Attributes; Attribute; Entities; Parser; TreeBuilder; CharacterReader; TokeniserState; DocumentType; Document; Connection; Evaluator; Element; Tag; ParseSettings; Normalizer; TagSet; NodeUtils; Node; NodeVisitor; NodeTraversor; Elements; Selector; Collector; TokenQueue; QueryParser; StructuralEvaluator; LeafNode; CombiningEvaluator; NodeEvaluator; NodeFilter; Printer; TextNode; Range; W3CDom; NodeIterator; DataNode; Comment; XmlDeclaration; CDataNode; Jsoup; HttpConnection; DataUtil; StreamParser; Safelist; Cleaner; FormElement; Tokeniser; HtmlTreeBuilder; XmlTreeBuilder
jsoup,org.jsoup.select,Elements,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 58 public methods
jsoup,org.jsoup.select,NodeFilter.FilterResult,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,NodeFilter.FilterResult,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Selector.SelectorParseException,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Selector.SelectorParseException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Nodes,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
jsoup,org.jsoup.select,Evaluator,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: Element; LeafNode in method matches
jsoup,org.jsoup.select,Evaluator,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: Element; LeafNode in method matches
jsoup,org.jsoup.select,Evaluator,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: Evaluator.Tag; Evaluator.TagStartsWith; Evaluator.TagEndsWith; Evaluator.Id; Evaluator.Class; Evaluator.Attribute; Evaluator.AttributeStarting; Evaluator.AttributeWithValueMatching; Evaluator.AttributeKeyPair; Evaluator.AllElements; Evaluator.IsLastChild; Evaluator.CssNthEvaluator; Evaluator.IsFirstChild; Evaluator.IsRoot; Evaluator.IsOnlyChild; Evaluator.IsOnlyOfType; Evaluator.IsEmpty; Evaluator.IndexEvaluator; Evaluator.ContainsText; Evaluator.ContainsWholeText; Evaluator.ContainsWholeOwnText; Evaluator.ContainsData; Evaluator.ContainsOwnText; Evaluator.Matches; Evaluator.MatchesOwn; Evaluator.MatchesWholeText; Evaluator.MatchesWholeOwnText; Evaluator.MatchText; StructuralEvaluator; StructuralEvaluator.Root; CombiningEvaluator; NodeEvaluator; SelectorTest.ResetTracker
jsoup,org.jsoup.select,Evaluator.Tag,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: tagName
jsoup,org.jsoup.select,Evaluator.Tag,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.TagStartsWith,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: tagName
jsoup,org.jsoup.select,Evaluator.TagStartsWith,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.TagEndsWith,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: tagName
jsoup,org.jsoup.select,Evaluator.TagEndsWith,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.Id,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: id
jsoup,org.jsoup.select,Evaluator.Id,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.Class,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: className
jsoup,org.jsoup.select,Evaluator.Class,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.Attribute,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: key
jsoup,org.jsoup.select,Evaluator.Attribute,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.AttributeStarting,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: keyPrefix
jsoup,org.jsoup.select,Evaluator.AttributeStarting,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.AttributeWithValue,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.AttributeWithValue,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.AttributeWithValueNot,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.AttributeWithValueNot,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.AttributeWithValueStarting,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.AttributeWithValueStarting,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.AttributeWithValueEnding,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.AttributeWithValueEnding,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.AttributeWithValueContaining,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.AttributeWithValueContaining,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.AttributeWithValueMatching,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: key; pattern
jsoup,org.jsoup.select,Evaluator.AttributeWithValueMatching,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.AttributeKeyPair,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: key; value
jsoup,org.jsoup.select,Evaluator.AttributeKeyPair,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.AllElements,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.AllElements,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IndexLessThan,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IndexLessThan,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IndexGreaterThan,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IndexGreaterThan,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IndexEquals,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IndexEquals,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IsLastChild,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IsLastChild,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IsFirstOfType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IsFirstOfType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IsLastOfType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IsLastOfType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.CssNthEvaluator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: a; b
jsoup,org.jsoup.select,Evaluator.CssNthEvaluator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IsNthChild,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IsNthChild,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IsNthLastChild,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IsNthLastChild,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IsNthOfType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IsNthOfType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IsNthLastOfType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IsNthLastOfType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IsFirstChild,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IsFirstChild,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IsRoot,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IsRoot,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IsOnlyChild,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IsOnlyChild,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IsOnlyOfType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IsOnlyOfType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IsEmpty,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
jsoup,org.jsoup.select,Evaluator.IsEmpty,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.IndexEvaluator,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: index
jsoup,org.jsoup.select,Evaluator.IndexEvaluator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.ContainsText,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: searchText
jsoup,org.jsoup.select,Evaluator.ContainsText,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.ContainsWholeText,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: searchText
jsoup,org.jsoup.select,Evaluator.ContainsWholeText,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.ContainsWholeOwnText,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: searchText
jsoup,org.jsoup.select,Evaluator.ContainsWholeOwnText,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.ContainsData,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: searchText
jsoup,org.jsoup.select,Evaluator.ContainsData,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.ContainsOwnText,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: searchText
jsoup,org.jsoup.select,Evaluator.ContainsOwnText,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.Matches,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: pattern
jsoup,org.jsoup.select,Evaluator.Matches,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.select,Evaluator.MatchesOwn,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: pattern
