Project,Package,Class,Method,Smell,Description,File
google-java-format,com.google.googlejavaformat.java,ArrayDimensionTest,ArrayDimensionTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/ArrayDimensionTest.java
google-java-format,com.google.googlejavaformat.java,ArrayDimensionTest,ArrayDimensionTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/ArrayDimensionTest.java
google-java-format,com.google.googlejavaformat.java,ArrayDimensionTest,ArrayDimensionTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/ArrayDimensionTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
google-java-format,com.google.googlejavaformat.java,PartialFormattingTest,PartialFormattingTest,Constructor initialization,The tool detected the smell in this class because the class uses its constructor to initialize fields rather than test setup method.,/data/henrique/multiagent_refactoring/project/data/repositories/google-java-format/core/src/test/java/com/google/googlejavaformat/java/PartialFormattingTest.java
